,attribute_id,attribute_name,attribute_type,attribute_word,frequency
653,653,tag::falcons,tag,falcons,87
654,654,tag::family,tag,family,115
655,655,tag::fans,tag,fans,630
656,656,tag::farmers,tag,farmers,35
657,657,tag::farms,tag,farms,58
658,658,tag::fathers,tag,fathers,26
659,659,tag::fauns,tag,fauns,34
660,660,tag::fear,tag,fear,51
661,661,tag::feathers,tag,feathers,87
662,662,tag::feet,tag,feet,103
663,663,tag::female nudes,tag,female nudes,1286
664,664,tag::fire,tag,fire,90
665,665,tag::firearms,tag,firearms,297
666,666,tag::fireplaces,tag,fireplaces,123
667,667,tag::fireworks,tag,fireworks,57
668,668,tag::fish,tag,fish,570
669,669,tag::fishing,tag,fishing,120
670,670,tag::flags,tag,flags,600
671,671,tag::flowers,tag,flowers,8419
672,672,tag::flutes,tag,flutes,203
673,673,tag::fluting,tag,fluting,48
674,674,tag::food,tag,food,99
675,675,tag::footwear,tag,footwear,176
676,676,tag::forests,tag,forests,150
677,677,tag::fortification,tag,fortification,53
678,678,tag::fountains,tag,fountains,196
679,679,tag::foxes,tag,foxes,88
680,680,tag::friezes,tag,friezes,133
681,681,tag::frogs,tag,frogs,111
682,682,tag::fruit,tag,fruit,399
683,683,tag::funerals,tag,funerals,44
684,684,tag::funerary objects,tag,funerary objects,358
685,685,tag::furniture,tag,furniture,104
686,686,tag::gadrooning,tag,gadrooning,38
687,687,tag::galatea,tag,galatea,18
688,688,tag::games,tag,games,167
689,689,tag::gardeners,tag,gardeners,23
690,690,tag::gardens,tag,gardens,230
691,691,tag::garlands,tag,garlands,257
692,692,tag::gates,tag,gates,156
693,693,tag::generals,tag,generals,93
694,694,tag::genre scene,tag,genre scene,22
695,695,tag::geometric patterns,tag,geometric patterns,219
696,696,tag::george washington,tag,george washington,63
697,697,tag::gingham pattern,tag,gingham pattern,12
698,698,tag::girls,tag,girls,965
699,699,tag::globes,tag,globes,59
700,700,tag::gloves,tag,gloves,68
701,701,tag::goats,tag,goats,204
702,702,tag::goblets,tag,goblets,73
703,703,tag::goddess,tag,goddess,369
704,704,tag::gods,tag,gods,462
705,705,tag::grapes,tag,grapes,202
706,706,tag::greek deities,tag,greek deities,55
707,707,tag::greek figures,tag,greek figures,257
708,708,tag::griffins,tag,griffins,120
709,709,tag::grotesques,tag,grotesques,114
710,710,tag::guitars,tag,guitars,66
711,711,tag::hair,tag,hair,47
712,712,tag::hammers,tag,hammers,49
713,713,tag::hands,tag,hands,221
714,714,tag::harps,tag,harps,85
715,715,tag::hathor,tag,hathor,34
716,716,tag::hats,tag,hats,583
717,717,tag::hawks,tag,hawks,27
718,718,tag::heads,tag,heads,1397
719,719,tag::hell,tag,hell,10
720,720,tag::helmets,tag,helmets,433
721,721,tag::hercules,tag,hercules,208
722,722,tag::hermes,tag,hermes,35
723,723,tag::hexagons,tag,hexagons,57
724,724,tag::hieroglyphs,tag,hieroglyphs,1083
725,725,tag::hills,tag,hills,322
726,726,tag::hilts,tag,hilts,256
727,727,tag::hindu religious figures,tag,hindu religious figures,3
728,728,tag::hinduism,tag,hinduism,229
729,729,tag::historical figures,tag,historical figures,36
730,730,tag::holofernes,tag,holofernes,30
731,731,tag::holy family,tag,holy family,160
732,732,tag::horns,tag,horns,124
733,733,tag::horse riding,tag,horse riding,1895
734,734,tag::horses,tag,horses,1480
735,735,tag::horus,tag,horus,69
736,736,tag::hospitals,tag,hospitals,20
737,737,tag::houses,tag,houses,1446
738,738,tag::human figures,tag,human figures,3665
739,739,tag::hunting,tag,hunting,205
740,740,tag::illness,tag,illness,37
741,741,tag::incense burners,tag,incense burners,128
742,742,tag::infants,tag,infants,515
743,743,tag::inns,tag,inns,22
744,744,tag::inscriptions,tag,inscriptions,3890
745,745,tag::insects,tag,insects,286
746,746,tag::insignia,tag,insignia,560
747,747,tag::interiors,tag,interiors,453
748,748,tag::isis,tag,isis,50
749,749,tag::jackets,tag,jackets,119
750,750,tag::jainism,tag,jainism,112
751,751,tag::jars,tag,jars,26
752,752,tag::jason,tag,jason,10
753,753,tag::jesus,tag,jesus,461
754,754,tag::jewelry,tag,jewelry,921
755,755,tag::jockeys,tag,jockeys,103
756,756,tag::journals,tag,journals,218
757,757,tag::judith,tag,judith,44
758,758,tag::jugs,tag,jugs,582
759,759,tag::julius caesar,tag,julius caesar,34
760,760,tag::juno,tag,juno,47
761,761,tag::jupiter,tag,jupiter,88
762,762,tag::kettles,tag,kettles,25
763,763,tag::keys,tag,keys,91
764,764,tag::kings,tag,kings,566
765,765,tag::kitchens,tag,kitchens,20
766,766,tag::knives,tag,knives,265
767,767,tag::krishna,tag,krishna,60
768,768,tag::lace,tag,lace,1200
769,769,tag::ladders,tag,ladders,64
770,770,tag::ladles,tag,ladles,43
771,771,tag::lakes,tag,lakes,103
772,772,tag::lambs,tag,lambs,49
773,773,tag::lamentation,tag,lamentation,40
774,774,tag::lamps,tag,lamps,422
775,775,tag::landforms,tag,landforms,38
776,776,tag::landscapes,tag,landscapes,2075
777,777,tag::last judgement,tag,last judgement,34
778,778,tag::last supper,tag,last supper,46
779,779,tag::law,tag,law,12
780,780,tag::leaves,tag,leaves,5259
781,781,tag::leda,tag,leda,20
782,782,tag::leopards,tag,leopards,46
783,783,tag::lighting,tag,lighting,262
784,784,tag::lions,tag,lions,1016
785,785,tag::literature,tag,literature,22
786,786,tag::liturgical objects,tag,liturgical objects,234
787,787,tag::living rooms,tag,living rooms,4
788,788,tag::lizards,tag,lizards,32
789,789,tag::lobsters,tag,lobsters,32
790,790,tag::lockets,tag,lockets,17
791,791,tag::lotuses,tag,lotuses,147
792,792,tag::louis xiv,tag,louis xiv,36
793,793,tag::love,tag,love,57
794,794,tag::lovers,tag,lovers,113
795,795,tag::lutes,tag,lutes,67
796,796,tag::madonna and child,tag,madonna and child,637
797,797,tag::maenads,tag,maenads,48
798,798,tag::magicians,tag,magicians,9
799,799,tag::maitreya,tag,maitreya,16
800,800,tag::male nudes,tag,male nudes,902
801,801,tag::mandolins,tag,mandolins,24
802,802,tag::manjushri,tag,manjushri,24
803,803,tag::manuscripts,tag,manuscripts,269
804,804,tag::maps,tag,maps,79
805,805,tag::mark antony,tag,mark antony,1
806,806,tag::markets,tag,markets,53
807,807,tag::mars,tag,mars,56
808,808,tag::mary magdalene,tag,mary magdalene,111
809,809,tag::masks,tag,masks,355
810,810,tag::massacres,tag,massacres,24
811,811,tag::medallions,tag,medallions,182
812,812,tag::medea,tag,medea,8
813,813,tag::men,tag,men,19970
814,814,tag::merchants,tag,merchants,23
815,815,tag::mercury,tag,mercury,76
816,816,tag::mice,tag,mice,70
817,817,tag::military,tag,military,56
818,818,tag::military clothing,tag,military clothing,40
819,819,tag::military equipment,tag,military equipment,233
820,820,tag::minerva,tag,minerva,47
821,821,tag::mirrors,tag,mirrors,393
822,822,tag::monkeys,tag,monkeys,224
823,823,tag::monks,tag,monks,97
824,824,tag::monsters,tag,monsters,74
825,825,tag::monuments,tag,monuments,130
826,826,tag::moon,tag,moon,153
827,827,tag::moses,tag,moses,62
828,828,tag::mosques,tag,mosques,51
829,829,tag::mothers,tag,mothers,130
830,830,tag::mountains,tag,mountains,957
831,831,tag::muses,tag,muses,45
832,832,tag::music,tag,music,194
833,833,tag::musical instruments,tag,musical instruments,1138
834,834,tag::musicians,tag,musicians,225
835,835,tag::mythical creatures,tag,mythical creatures,3005
836,836,tag::mythology,tag,mythology,79
837,837,tag::napoleon i,tag,napoleon i,27
838,838,tag::nativity,tag,nativity,86
839,839,tag::navy,tag,navy,27
840,840,tag::necklaces,tag,necklaces,239
841,841,tag::necktie,tag,necktie,22
842,842,tag::neptune,tag,neptune,69
843,843,tag::nero,tag,nero,6
844,844,tag::netsuke,tag,netsuke,504
845,845,tag::new testament,tag,new testament,7
846,846,tag::night,tag,night,78
847,847,tag::nike,tag,nike,32
848,848,tag::nonrepresentational art,tag,nonrepresentational art,37
849,849,tag::nymphs,tag,nymphs,155
850,850,tag::obelisks,tag,obelisks,88
851,851,tag::occupations,tag,occupations,20
852,852,tag::octagons,tag,octagons,19
853,853,tag::octopus,tag,octopus,14
854,854,tag::old testament,tag,old testament,9
855,855,tag::olive trees,tag,olive trees,4
856,856,tag::opera,tag,opera,16
857,857,tag::organs,tag,organs,21
858,858,tag::ornament,tag,ornament,593
859,859,tag::orpheus,tag,orpheus,25
860,860,tag::owls,tag,owls,94
861,861,tag::painting,tag,painting,106
862,862,tag::paisley,tag,paisley,59
863,863,tag::palaces,tag,palaces,144
864,864,tag::palmettes,tag,palmettes,215
865,865,tag::pants,tag,pants,45
866,866,tag::parks,tag,parks,94
867,867,tag::parrots,tag,parrots,79
868,868,tag::party,tag,party,49
869,869,tag::peaches,tag,peaches,24
870,870,tag::peacocks,tag,peacocks,179
871,871,tag::pediments,tag,pediments,167
872,872,tag::pendants,tag,pendants,956
873,873,tag::pentecost,tag,pentecost,5
874,874,tag::peonies,tag,peonies,80
875,875,tag::percussion instruments,tag,percussion instruments,77
876,876,tag::performance,tag,performance,46
877,877,tag::perseus,tag,perseus,27
878,878,tag::pheasants,tag,pheasants,51
879,879,tag::pianos,tag,pianos,67
880,880,tag::pigeons,tag,pigeons,22
881,881,tag::pigs,tag,pigs,66
882,882,tag::pilasters,tag,pilasters,107
883,883,tag::pinecones,tag,pinecones,6
884,884,tag::pins,tag,pins,227
885,885,tag::pitchers,tag,pitchers,80
886,886,tag::plants,tag,plants,543
887,887,tag::playing,tag,playing,139
888,888,tag::playing cards,tag,playing cards,141
889,889,tag::pocket watches,tag,pocket watches,204
890,890,tag::poetry,tag,poetry,206
891,891,tag::poets,tag,poets,59
892,892,tag::polka-dot pattern,tag,polka-dot pattern,7
893,893,tag::pomegranates,tag,pomegranates,31
894,894,tag::ponds,tag,ponds,30
895,895,tag::popes,tag,popes,64
896,896,tag::portraits,tag,portraits,5955
897,897,tag::poseidon,tag,poseidon,11
898,898,tag::princes,tag,princes,92
899,899,tag::princesses,tag,princesses,58
900,900,tag::prisms,tag,prisms,29
901,901,tag::prisoners,tag,prisoners,58
902,902,tag::prisons,tag,prisons,42
903,903,tag::profiles,tag,profiles,2552
904,904,tag::prostitutes,tag,prostitutes,2
905,905,tag::psyche,tag,psyche,66
906,906,tag::punishment,tag,punishment,66
907,907,tag::purses,tag,purses,110
908,908,tag::putti,tag,putti,223
909,909,tag::pyramids,tag,pyramids,22
910,910,tag::queens,tag,queens,179
911,911,tag::qur'an,tag,qur'an,52
912,912,tag::rabbits,tag,rabbits,147
913,913,tag::railways,tag,railways,56
914,914,tag::rain,tag,rain,64
915,915,tag::rams,tag,rams,129
916,916,tag::reading,tag,reading,290
917,917,tag::rectangles,tag,rectangles,7
918,918,tag::religious events,tag,religious events,12
919,919,tag::religious texts,tag,religious texts,10
920,920,tag::reliquaries,tag,reliquaries,77
921,921,tag::riding,tag,riding,94
922,922,tag::rings,tag,rings,493
923,923,tag::rivers,tag,rivers,518
924,924,tag::roads,tag,roads,170
925,925,tag::robes,tag,robes,312
926,926,tag::roman deities,tag,roman deities,37
927,927,tag::roosters,tag,roosters,184
928,928,tag::rosaries,tag,rosaries,20
929,929,tag::roses,tag,roses,200
930,930,tag::rowing,tag,rowing,15
931,931,tag::ruins,tag,ruins,477
932,932,tag::sadness,tag,sadness,147
933,933,tag::sailors,tag,sailors,26
934,934,tag::saint anne,tag,saint anne,51
935,935,tag::saint anthony,tag,saint anthony,36
936,936,tag::saint catherine,tag,saint catherine,81
937,937,tag::saint francis,tag,saint francis,54
938,938,tag::saint george,tag,saint george,41
939,939,tag::saint jerome,tag,saint jerome,96
940,940,tag::saint john the baptist,tag,saint john the baptist,329
941,941,tag::saint john the evangelist,tag,saint john the evangelist,87
942,942,tag::saint joseph,tag,saint joseph,79
943,943,tag::saint lawrence,tag,saint lawrence,20
944,944,tag::saint mark,tag,saint mark,18
945,945,tag::saint matthew,tag,saint matthew,39
946,946,tag::saint michael,tag,saint michael,38
947,947,tag::saint paul,tag,saint paul,113
948,948,tag::saint peter,tag,saint peter,119
949,949,tag::saints,tag,saints,1053
950,950,tag::samples,tag,samples,568
951,951,tag::sarcophagus,tag,sarcophagus,48
952,952,tag::satire,tag,satire,422
953,953,tag::satyrs,tag,satyrs,413
954,954,tag::saucers,tag,saucers,369
955,955,tag::scarabs,tag,scarabs,682
956,956,tag::scarves,tag,scarves,61
957,957,tag::schools,tag,schools,28
958,958,tag::scorpions,tag,scorpions,30
959,959,tag::screens,tag,screens,96
960,960,tag::scrolls,tag,scrolls,97
961,961,tag::sculpture,tag,sculpture,1526
962,962,tag::seals,tag,seals,1744
963,963,tag::seas,tag,seas,181
964,964,tag::seascapes,tag,seascapes,65
965,965,tag::seating furniture,tag,seating furniture,67
966,966,tag::self-portraits,tag,self-portraits,97
967,967,tag::serpents,tag,serpents,97
968,968,tag::servants,tag,servants,65
969,969,tag::shakespeare,tag,shakespeare,41
970,970,tag::shakyamuni,tag,shakyamuni,18
971,971,tag::sheep,tag,sheep,216
972,972,tag::shells,tag,shells,148
973,973,tag::shepherds,tag,shepherds,159
974,974,tag::shields,tag,shields,382
975,975,tag::ships,tag,ships,627
976,976,tag::shirts,tag,shirts,51
977,977,tag::shiva,tag,shiva,51
978,978,tag::shoes,tag,shoes,258
979,979,tag::sibyl,tag,sibyl,36
980,980,tag::silenus,tag,silenus,36
981,981,tag::singers,tag,singers,22
982,982,tag::singing,tag,singing,17
983,983,tag::skeletons,tag,skeletons,188
984,984,tag::skirts,tag,skirts,36
985,985,tag::skulls,tag,skulls,137
986,986,tag::sky,tag,sky,60
987,987,tag::slavery,tag,slavery,2
988,988,tag::sleep,tag,sleep,174
989,989,tag::smoking,tag,smoking,156
990,990,tag::snails,tag,snails,30
991,991,tag::snakes,tag,snakes,262
992,992,tag::snow,tag,snow,173
993,993,tag::soldiers,tag,soldiers,1073
994,994,tag::spears,tag,spears,253
995,995,tag::spectators,tag,spectators,96
996,996,tag::sphinx,tag,sphinx,148
997,997,tag::sports,tag,sports,29
998,998,tag::spring,tag,spring,45
999,999,tag::squares,tag,squares,120
1000,1000,tag::squirrels,tag,squirrels,38
1001,1001,tag::stairs,tag,stairs,160
1002,1002,tag::stars,tag,stars,59
1003,1003,tag::still life,tag,still life,67
1004,1004,tag::stools,tag,stools,52
1005,1005,tag::storage furniture,tag,storage furniture,55
1006,1006,tag::storms,tag,storms,50
1007,1007,tag::strapwork,tag,strapwork,68
1008,1008,tag::street scene,tag,street scene,23
1009,1009,tag::streets,tag,streets,193
1010,1010,tag::stripes,tag,stripes,81
1011,1011,tag::students,tag,students,21
1012,1012,tag::suffering,tag,suffering,207
1013,1013,tag::suits,tag,suits,68
1014,1014,tag::summer,tag,summer,29
1015,1015,tag::sun,tag,sun,83
1016,1016,tag::sundials,tag,sundials,26
1017,1017,tag::sunflowers,tag,sunflowers,3
1018,1018,tag::swans,tag,swans,104
1019,1019,tag::sword guards,tag,sword guards,303
1020,1020,tag::swords,tag,swords,977
1021,1021,tag::tabernacles,tag,tabernacles,17
1022,1022,tag::tables,tag,tables,371
1023,1023,tag::tablets,tag,tablets,454
1024,1024,tag::taoism,tag,taoism,98
1025,1025,tag::tapestries,tag,tapestries,95
1026,1026,tag::taweret,tag,taweret,42
1027,1027,tag::tea caddy,tag,tea caddy,64
1028,1028,tag::tea drinking,tag,tea drinking,20
1029,1029,tag::teachers,tag,teachers,21
1030,1030,tag::teapots,tag,teapots,251
1031,1031,tag::telescopes,tag,telescopes,11
1032,1032,tag::temples,tag,temples,273
1033,1033,tag::tents,tag,tents,137
1034,1034,tag::textile fragments,tag,textile fragments,3570
1035,1035,tag::textiles,tag,textiles,775
1036,1036,tag::theatre,tag,theatre,79
1037,1037,tag::tigers,tag,tigers,124
1038,1038,tag::tombs,tag,tombs,180
1039,1039,tag::tools and equipment,tag,tools and equipment,2001
1040,1040,tag::towers,tag,towers,162
1041,1041,tag::towns,tag,towns,66
1042,1042,tag::toys,tag,toys,28
1043,1043,tag::trains,tag,trains,48
1044,1044,tag::transportation,tag,transportation,57
1045,1045,tag::trays,tag,trays,220
1046,1046,tag::trees,tag,trees,5591
1047,1047,tag::triangles,tag,triangles,59
1048,1048,tag::tricorns,tag,tricorns,13
1049,1049,tag::triton,tag,triton,45
1050,1050,tag::trophies,tag,trophies,57
1051,1051,tag::trumpets,tag,trumpets,95
1052,1052,tag::tulips,tag,tulips,13
1053,1053,tag::tunics,tag,tunics,66
1054,1054,tag::tureens,tag,tureens,55
1055,1055,tag::turtles,tag,turtles,85
1056,1056,tag::undergarment,tag,undergarment,195
1057,1057,tag::uniforms,tag,uniforms,49
1058,1058,tag::urns,tag,urns,126
1059,1059,tag::utilitarian objects,tag,utilitarian objects,6564
1060,1060,tag::vajrapani,tag,vajrapani,5
1061,1061,tag::vase fragments,tag,vase fragments,744
1062,1062,tag::vases,tag,vases,1540
1063,1063,tag::vegetables,tag,vegetables,48
1064,1064,tag::venus,tag,venus,236
1065,1065,tag::vestments,tag,vestments,110
1066,1066,tag::vests,tag,vests,100
1067,1067,tag::victory,tag,victory,22
1068,1068,tag::villages,tag,villages,120
1069,1069,tag::vines,tag,vines,143
1070,1070,tag::violas,tag,violas,34
1071,1071,tag::violins,tag,violins,113
1072,1072,tag::virgin mary,tag,virgin mary,816
1073,1073,tag::vishnu,tag,vishnu,53
1074,1074,tag::volcanoes,tag,volcanoes,40
1075,1075,tag::vulcan,tag,vulcan,34
1076,1076,tag::wagons,tag,wagons,14
1077,1077,tag::walking,tag,walking,78
1078,1078,tag::wars,tag,wars,52
1079,1079,tag::washing,tag,washing,25
1080,1080,tag::watches,tag,watches,92
1081,1081,tag::waterfalls,tag,waterfalls,143
1082,1082,tag::watermills,tag,watermills,33
1083,1083,tag::waves,tag,waves,114
1084,1084,tag::weapons,tag,weapons,961
1085,1085,tag::weights and measures,tag,weights and measures,228
1086,1086,tag::wells,tag,wells,48
1087,1087,tag::wind,tag,wind,16
1088,1088,tag::windmills,tag,windmills,62
1089,1089,tag::windows,tag,windows,251
1090,1090,tag::wine,tag,wine,17
1091,1091,tag::winter,tag,winter,72
1092,1092,tag::women,tag,women,14281
1093,1093,tag::working,tag,working,622
1094,1094,tag::world war i,tag,world war i,12
1095,1095,tag::worshiping,tag,worshiping,62
1096,1096,tag::wreaths,tag,wreaths,137
1097,1097,tag::writing,tag,writing,158
1098,1098,tag::writing implements,tag,writing implements,487
1099,1099,tag::writing systems,tag,writing systems,2327
1100,1100,tag::zeus,tag,zeus,30
1101,1101,tag::zigzag pattern,tag,zigzag pattern,85
1102,1102,tag::zodiac,tag,zodiac,31
