id,size_length,size_width,aspect_ratio
28aa2b9be66eeed2,597,300,1.99
28aa5d9d9dade6dd,300,452,0.663716814
28aa90cd113b60f3,300,542,0.553505535
28ab59a990b1693,400,300,1.333333333
28ac0de60213f2ca,300,497,0.60362173
28ac90effbd9a109,300,375,0.8
28acb25472a227b0,300,300,1
28ad0ad0b12eed93,375,300,1.25
28ad24b0d14188a6,300,440,0.681818182
28adb21824f16e90,300,385,0.779220779
28adc7090e7a2939,306,300,1.02
28ae4edb5c051056,300,313,0.958466454
28b02b168382b8db,590,300,1.966666667
28b05f6c2273a0fd,300,436,0.688073394
28b0681600339474,300,385,0.779220779
28b0e7299330142a,300,1055,0.28436019
28b13aadf21973fb,300,557,0.538599641
28b14b4205c5521e,300,463,0.647948164
28b1b8187ae1305e,300,624,0.480769231
28b349cd2bb3a9c2,300,300,1
28b3cc4ced6d6fb6,300,367,0.817438692
28b465180d1377bd,375,300,1.25
28b4663bfe031dee,478,300,1.593333333
28b4f4314af56909,357,300,1.19
28b526ab78d7468a,300,400,0.75
28b5db566ea7685e,393,300,1.31
28b609b5f9dae6fb,383,300,1.276666667
28b8e7db99f960b5,300,409,0.733496333
28b9459070ac0865,300,400,0.75
28ba9d4a2aaf9d2b,300,473,0.634249471
28bcd35640836d3a,300,307,0.977198697
28be51247f4aa5cf,385,300,1.283333333
28be628918e3798a,335,300,1.116666667
28bf3a240532257c,422,300,1.406666667
28bf8837242c7638,374,300,1.246666667
28c10bbbc0293a6,300,417,0.71942446
28c15bc10ba09b3e,374,300,1.246666667
28c23ce061ee5f07,430,300,1.433333333
28c25f183696f742,300,352,0.852272727
28c29aa339d4d081,300,378,0.793650794
28c29e7e1979c695,300,417,0.71942446
28c2f6847219b201,449,300,1.496666667
28c359ee34acdb73,300,440,0.681818182
28c4385db2a5c727,300,341,0.879765396
28c4b608a2ae6492,300,408,0.735294118
28c4f50b6e6b4489,300,438,0.684931507
28c5db634eff16ff,300,493,0.60851927
28c655837d8bea5d,300,449,0.668151448
28c6beb5eb5ed657,400,300,1.333333333
28c6dfe321eda793,300,301,0.996677741
28c835440ea99b93,300,460,0.652173913
28c9b27dc5208b1d,300,384,0.78125
28cb58ea0dda46ac,300,614,0.488599349
28cbaa55c51f6c2b,300,476,0.630252101
28cc8da9b076ed56,307,300,1.023333333
28cd1090f0e5f59b,312,300,1.04
28cd80229c4b8b97,300,399,0.751879699
28cdb6dea82cbc25,300,385,0.779220779
28cdd8a3a9dbd97d,300,331,0.906344411
28cdf0b88b6c52fd,305,300,1.016666667
28ce1639cfce1697,478,300,1.593333333
28ce70fad2db33fd,378,300,1.26
28ce94632c37c856,417,300,1.39
28ceac6427858b5a,300,556,0.539568345
28cf425640ba111,300,305,0.983606557
28cf708c78ee0bac,300,308,0.974025974
28d03eee450f3a20,300,422,0.710900474
28d0824112c42cb2,394,300,1.313333333
28d094e93f049fc6,300,435,0.689655172
28d2c9a9713340fb,395,300,1.316666667
28d60d2d1905aee6,399,300,1.33
28d612a86bf01b9e,300,485,0.618556701
28d71d2991ad4641,300,358,0.837988827
28d74de08b582dd7,300,536,0.559701493
28d83e72170b928,517,300,1.723333333
28dca9d9db013287,300,343,0.874635569
28dcb8b58c465315,300,302,0.993377483
28dd16e8faef4d72,300,449,0.668151448
28dec778f4286be7,383,300,1.276666667
28dee35447eea638,308,300,1.026666667
28df0f36becc7732,459,300,1.53
28df5e67066596d0,300,373,0.804289544
28df6717e9aee60c,300,1126,0.26642984
28dfbdfed36a85c7,405,300,1.35
28dfdcb0d6fa24c0,300,374,0.802139037
28e03a62b05d95b9,300,544,0.551470588
28e063b00a3e21ca,300,389,0.771208226
28e1113a73b49ceb,401,300,1.336666667
28e3eb3674bdd4c3,300,406,0.738916256
28e60b33794200f1,300,432,0.694444444
28e69917998fac57,300,300,1
28e6a5df5e33473e,400,300,1.333333333
28e726a694615934,300,600,0.5
28e80c786e8c30ea,300,384,0.78125
28e8f317fd89d714,759,300,2.53
28e92d8f301fc684,300,303,0.99009901
28e960a85be9d1a8,300,544,0.551470588
28ea04b58bd874b6,600,300,2
28eb0d5318f6a716,300,394,0.76142132
28ebe799271393ba,300,399,0.751879699
28ecdc47b1ae3c64,351,300,1.17
28edabe0705f909a,361,300,1.203333333
28ee021f02bb1ca2,420,300,1.4
28ee7d7e5f34d945,300,478,0.627615063
28ef55525f9b7eb9,510,300,1.7
28effde489b64767,300,300,1
28f0be46dc9c8437,300,321,0.934579439
28f13937b9218c91,300,404,0.742574257
28f14a0f3b81cc0d,300,399,0.751879699
28f1a970108d4d1b,300,360,0.833333333
28f2858bc1bf0e0a,300,563,0.53285968
28f4500fb8cf0da4,346,300,1.153333333
28f492824bdd9115,300,536,0.559701493
28f4d3963da01892,312,300,1.04
28f4f03f05dc12de,451,300,1.503333333
28f4f4f881bbd579,446,300,1.486666667
28f6f0b85dbf71d8,300,467,0.642398287
28f7346ed2a5232b,300,300,1
28f89bec557e10ad,300,372,0.806451613
28f8cdedc0e041b8,383,300,1.276666667
28f98a0e05c4f728,300,342,0.877192982
28fb05a18d3a11cb,300,561,0.534759358
28fb0be5c4f41b61,406,300,1.353333333
28fb4c88c0db77e3,687,300,2.29
28fbad540358c1f,300,300,1
28fc581857f4955d,300,468,0.641025641
28fc7b5ba7547309,305,300,1.016666667
28fcafa5756e4dbf,300,544,0.551470588
28fcc422509c18bd,300,443,0.677200903
28fe00b2f25a8151,300,338,0.887573964
28fe62f6e73868ed,300,332,0.903614458
28fe851ca28370bf,300,422,0.710900474
28ff62ae34f8aec9,300,551,0.54446461
290076833f45b2a1,300,353,0.849858357
29015e0370ce7d23,399,300,1.33
2901786d1f03ae23,311,300,1.036666667
2901ccfa7e7a16ee,300,680,0.441176471
2902097030f9da16,491,300,1.636666667
29028563ee58d19c,300,344,0.872093023
2904a69229e57740,391,300,1.303333333
290529041b85a38e,369,300,1.23
29053399073b5d66,464,300,1.546666667
290546d524fed4ef,300,423,0.709219858
29058ceb47b453f,396,300,1.32
2906f957d4fd151b,300,375,0.8
29070cf98f0bbe5e,300,318,0.943396226
29073be404adc4cb,300,364,0.824175824
2907caf5c3d25c61,340,300,1.133333333
2907fa508e849a4b,300,485,0.618556701
2908259678b4d179,300,538,0.557620818
290888a22564c8d,625,300,2.083333333
29097da1b9341c02,300,405,0.740740741
290b4ac21216fe98,300,378,0.793650794
290b54873cb69787,727,300,2.423333333
290be82f01817fcd,300,389,0.771208226
290bfd8343ffffc9,300,537,0.558659218
290c1eb734c1d4e3,300,300,1
290c69ed94be4413,1570,300,5.233333333
290cb16c98b147ad,374,300,1.246666667
290d4e6c1ef95319,300,392,0.765306122
290d8298c9c6a78,300,375,0.8
290e30d09f49b869,300,365,0.821917808
290f0492358c5c5,379,300,1.263333333
2910e7f702baafeb,300,411,0.729927007
29118da2b20f4c1c,330,300,1.1
29119cf00ee7b311,300,357,0.840336134
2911a783c282b869,300,401,0.748129676
291228afe07299a4,1211,300,4.036666667
2912387d66cf43f,323,300,1.076666667
2912de98df2304f6,442,300,1.473333333
29134b8d1a4434bc,300,850,0.352941176
29134bbebc0e8912,300,557,0.538599641
291387a25ae09211,300,436,0.688073394
291494a0b5d1a7b7,300,395,0.759493671
29150dbb62cee3e1,300,300,1
291527878c6cdf49,300,523,0.573613767
29168deae6d59f5,353,300,1.176666667
2916dca627e6f949,300,355,0.845070423
291784197ef7adee,300,400,0.75
2917dde529c07fe9,300,372,0.806451613
29187093e71ac18d,373,300,1.243333333
2.92E+68,300,325,0.923076923
29193f15458ded9,300,325,0.923076923
2919add24b285d46,300,388,0.773195876
291a9b1cb1f1ff22,390,300,1.3
291a9cbd858a5896,300,300,1
291b5d57cd9cc4d,300,300,1
291b6c030ac59375,300,449,0.668151448
291b921e18c64815,300,300,1
291beed34f4c5428,300,300,1
291c04dc31e10dc8,399,300,1.33
291c567d6bef9c6c,300,399,0.751879699
291cd5662230d5ed,320,300,1.066666667
291ce569b572e6de,300,521,0.575815739
291e3443cb4ecccc,425,300,1.416666667
291f05ad2dd475d4,300,533,0.562851782
291f9ffe01278249,411,300,1.37
291fc2cdf2e1938f,300,391,0.767263427
292180fd27337777,300,375,0.8
29224a39ef27bbfa,300,515,0.582524272
29224ffc82588d7c,300,300,1
29230304b20ceab,577,300,1.923333333
29245614ab38c046,300,420,0.714285714
292461a59098665f,300,411,0.729927007
29246fba2ccec47e,300,356,0.842696629
2924cb9c49538572,300,370,0.810810811
2924db23adbcba0c,479,300,1.596666667
2924e58413d57e98,300,1165,0.25751073
29265119ab54e510,300,394,0.76142132
29268f17e4fba83d,300,387,0.775193798
2927f556982f0c52,357,300,1.19
292834050256290b,372,300,1.24
2928cb12874bcf6e,300,370,0.810810811
2929882d85354103,300,375,0.8
292a0bceb66de441,375,300,1.25
292bd2b1a69f6bcb,300,399,0.751879699
292c08d9a40e873f,300,300,1
292c9d8bf4a1aaee,300,354,0.847457627
292cf52b52f5bf34,300,810,0.37037037
292d31b84eade9bb,300,440,0.681818182
292e19d5918af457,300,466,0.643776824
292e7e72ad5cde8e,342,300,1.14
292ecdbb48269ebb,300,307,0.977198697
292f304be7ba18d9,300,551,0.54446461
292f38cc83f81d0f,300,541,0.554528651
2930d9e7456fe096,428,300,1.426666667
2932fa3f99cdacd1,305,300,1.016666667
2933939010b9edb9,300,393,0.763358779
2933e5e30ac17308,300,507,0.591715976
2934511640b13efe,417,300,1.39
293459cc2e9ee8f7,300,446,0.67264574
29348fc2c2774c60,499,300,1.663333333
29358a643b007d89,1209,300,4.03
2936074f6acdf0ef,696,300,2.32
2936ac3380a4020c,450,300,1.5
2936de3509cbd8f,300,300,1
29372d16468a8aa5,492,300,1.64
2937650cf47a3155,400,300,1.333333333
2937d7fc745c405f,439,300,1.463333333
2938014b9cebb2b4,300,400,0.75
29395d597e745247,495,300,1.65
2939e70283efad81,300,300,1
293a04eac481e1b3,300,300,1
293a55f1e69b51d7,391,300,1.303333333
293a858ea0ac5633,392,300,1.306666667
293a954e1bb804f2,300,330,0.909090909
293a9e7a5d58274d,379,300,1.263333333
293b92b96b1c6a5b,300,403,0.744416873
293ba231eeb1b369,300,405,0.740740741
293c69b74238e955,447,300,1.49
293c7a21069b35b2,325,300,1.083333333
293c874cd62e236f,475,300,1.583333333
293d96b48421b73b,300,300,1
293ee5bb97a2dc9b,324,300,1.08
293f013093db26af,400,300,1.333333333
29404845b1a516e9,754,300,2.513333333
2940de7f402fb5b9,300,422,0.710900474
2941ab61ed6b99b9,394,300,1.313333333
2941f6b487645eb3,463,300,1.543333333
29425b8280d2372c,300,382,0.785340314
294275d8f939904c,300,350,0.857142857
2942e6f5b66316cf,309,300,1.03
29436caf28a6a221,471,300,1.57
29443915ba07d596,410,300,1.366666667
29444f14ab20366a,386,300,1.286666667
2944dfc1fed8d9e7,300,388,0.773195876
29455ae4702422d3,300,491,0.610997963
2945675498673bf7,464,300,1.546666667
29458470051e2429,300,437,0.686498856
2945a9e2e039d842,300,300,1
2945eb76e838f5e,300,399,0.751879699
29460e8e114f21bd,412,300,1.373333333
2946a79dfe72e598,300,324,0.925925926
29477ab04b56274d,300,300,1
2948bf89a47076a5,300,323,0.92879257
29490a3f23810db0,300,427,0.702576112
294a1244433e5e9e,300,492,0.609756098
294af3ed80683d7,305,300,1.016666667
294b61b77de31fcf,300,411,0.729927007
294c1ff9a45ce01c,341,300,1.136666667
294cc928775d2ad9,300,385,0.779220779
294cc9678fe3f42d,400,300,1.333333333
294d182ca9d3d862,480,300,1.6
294e46b5b299a0b7,300,376,0.79787234
294e7cd769ed8f26,361,300,1.203333333
294e908c77e739b4,300,548,0.547445255
294f795314251bbc,300,442,0.678733032
294fe252cb548e8c,300,414,0.724637681
29506edd335e5518,300,366,0.819672131
2950ace22c5aeba1,301,300,1.003333333
29518b2a47609244,300,610,0.491803279
295247d00e54d30e,300,373,0.804289544
29533ba961e87800,358,300,1.193333333
2953557db9ddb5d5,300,368,0.815217391
2953f138d8f13efd,300,458,0.655021834
29543797697f3670,353,300,1.176666667
295447a3be3ecc5e,300,450,0.666666667
2955e1391b06fc39,300,608,0.493421053
29560da260598fa1,300,458,0.655021834
29565e5106579a71,399,300,1.33
29590cf808fa0b09,470,300,1.566666667
295934bf528ec921,300,472,0.63559322
295a460d8062e6d9,300,407,0.737100737
295b12fb74082ed3,491,300,1.636666667
295be9cd30dcd4ab,300,543,0.552486188
295c1b290af696c0,342,300,1.14
295c330184538e06,300,309,0.970873786
295d0d87be9702c3,300,377,0.795755968
295d1e64eb1e171c,300,330,0.909090909
295db87791cf5449,449,300,1.496666667
295e15fcc5b8b16b,377,300,1.256666667
295e7ebf57413892,300,387,0.775193798
295ef604d2a6b4da,300,563,0.53285968
295f0eae2ec6f830,300,438,0.684931507
29631d315321708c,300,408,0.735294118
29632e291e7b10d5,332,300,1.106666667
296389d793e682fc,300,449,0.668151448
2964efeff9e23872,300,303,0.99009901
2965566bb55265fa,300,416,0.721153846
29658c861064b4fb,627,300,2.09
2967c1110bb5ac54,300,364,0.824175824
2967f693b1c9ad88,1721,300,5.736666667
2968890b0816edf1,300,375,0.8
296967841b5bf228,300,380,0.789473684
296abbe1cc524046,438,300,1.46
296af8a86f0f65b,300,399,0.751879699
296bea15ebecbe71,300,303,0.99009901
296c6f7316a511dc,370,300,1.233333333
296cb17605a97bc6,300,392,0.765306122
296cc408bc0702a5,345,300,1.15
296d1354a69ed059,300,410,0.731707317
296d927295c0d855,362,300,1.206666667
296e9bdaeb0cdac2,300,361,0.831024931
296ec0c75aeffd3a,300,448,0.669642857
296ef538ced417c1,448,300,1.493333333
296f10d63750328b,300,400,0.75
296f47f60c5ad168,300,303,0.99009901
296fbc1a98beea4e,300,400,0.75
29711e985b9af9aa,426,300,1.42
2971ba5af4d2bdad,400,300,1.333333333
2972640e9190d558,509,300,1.696666667
2973396acbe4a5f0,404,300,1.346666667
2973ad16c913fcae,300,1296,0.231481481
2974cc424bbb452f,438,300,1.46
2974f6e711368f49,446,300,1.486666667
297567bc9c30cb50,300,739,0.405953992
2975cc23c8e0631b,300,300,1
2975d6d229b69412,300,381,0.787401575
2976d1d4d237855f,386,300,1.286666667
29775a42764cc5c8,300,300,1
29777247d47e9612,300,380,0.789473684
29799af018032fac,300,402,0.746268657
2979e9d8cc3ec309,359,300,1.196666667
297a9a6723cec3b6,300,547,0.548446069
297c008261a0d4e5,360,300,1.2
297c12286c535170,374,300,1.246666667
297c3741ef3f0282,300,452,0.663716814
297c700c132cdf9a,300,319,0.940438871
297cad6d3316f384,449,300,1.496666667
297dc5a5df3987ee,300,536,0.559701493
297e0996b40aec00,300,391,0.767263427
297f474580f8c5a1,402,300,1.34
297fa5f70f6549c8,300,374,0.802139037
298071b5b311bd68,300,573,0.523560209
2980da9bd239c163,300,449,0.668151448
2982c8c6e5059585,300,574,0.522648084
2983344efe46c5fd,300,375,0.8
2983903c66a6a8e3,300,363,0.826446281
29852bb6b32ee023,300,503,0.596421471
2985a69edc7b8b29,449,300,1.496666667
2985d608c418c4a3,300,400,0.75
298638fc620c5d86,300,650,0.461538462
29866451271483a9,312,300,1.04
2986e676c4fd81b5,300,540,0.555555556
29873a9e032ca00c,777,300,2.59
298795f3bb937177,300,356,0.842696629
29880c1c3637a528,449,300,1.496666667
29886157d209da08,300,711,0.421940928
298a892bb4295fc0,300,475,0.631578947
298a9830408a0f43,494,300,1.646666667
298ae1f91c5209c8,300,343,0.874635569
298c46b19f48fe5c,322,300,1.073333333
298d4ad8bb7e51ac,377,300,1.256666667
298dba02a6abbef3,403,300,1.343333333
298e577b6ed14da9,300,425,0.705882353
298f11a029ef346c,300,312,0.961538462
298fb6799a2ad5a,300,355,0.845070423
298fc997fdaea3d8,389,300,1.296666667
299008dfe93385be,300,526,0.570342205
29911f2d383c03e6,376,300,1.253333333
29912b3316207e42,387,300,1.29
29922c484f3232c9,303,300,1.01
2992cfd922a3d787,300,476,0.630252101
2992d57262406b49,300,433,0.692840647
2992fa2f1aea4f2b,300,400,0.75
2993507e79df3d53,300,434,0.69124424
299438f444545883,300,535,0.560747664
29953feb55b6eafa,601,300,2.003333333
2995776c931a8079,335,300,1.116666667
2995a70da948911e,300,617,0.486223663
29960d745a31902f,319,300,1.063333333
299700f56cd22c7,300,533,0.562851782
2997b97ea8fe77b3,446,300,1.486666667
2997d8f52a235a1,422,300,1.406666667
29981e8a824e5ffa,300,413,0.726392252
299839f5a3950797,300,635,0.472440945
29984e01309452b9,300,300,1
29987a0bea361c7f,300,332,0.903614458
299934e8b56f0ce5,300,700,0.428571429
299aa6c94f02084b,449,300,1.496666667
299bd61eb250721a,427,300,1.423333333
299bdaa0319e8240,300,505,0.594059406
299cb9cce01efbbb,300,527,0.569259962
299ec38b69e61378,300,477,0.628930818
299ecd52abbb0c38,381,300,1.27
299f17b332a4ebed,300,696,0.431034483
299fb06257fabe50,300,402,0.746268657
299fee9cf94b8a3,300,450,0.666666667
29a093417d889a16,300,403,0.744416873
29a12f7080c2cbd1,300,300,1
29a264abd3972440,680,300,2.266666667
29a28fd273a4457c,358,300,1.193333333
29a2e53bd1b62a49,574,300,1.913333333
29a375017e0fcb2a,300,409,0.733496333
29a47a530d593ebb,435,300,1.45
29a5a528fdde1a31,300,468,0.641025641
29a5b7743a8eaa47,300,376,0.79787234
29a6672f293c7ff5,442,300,1.473333333
29a667a6194d84a7,300,384,0.78125
29a6f362f700fd53,383,300,1.276666667
29a77fb266f9e30b,300,465,0.64516129
29a7c6815968edec,300,473,0.634249471
29a802173ac4a193,300,374,0.802139037
29a844efcef2726f,300,300,1
29a98af36d304f6f,300,470,0.638297872
29aa0de66ec9157c,380,300,1.266666667
29aa24981b5d8429,370,300,1.233333333
29aa619579bbe11f,370,300,1.233333333
29aa8c0782e0d072,300,391,0.767263427
29ab7a5d7cd84f38,333,300,1.11
29ad0a311d02f2ce,300,306,0.980392157
29adf88670d95c0,609,300,2.03
29ae0ca4db228629,411,300,1.37
29ae3c9a7fc9a7fe,304,300,1.013333333
29ae6299fffb0b98,391,300,1.303333333
29aea7b5afed67a1,395,300,1.316666667
29aed20c9b05681c,438,300,1.46
29af769c33a8678,300,500,0.6
29afd759ba61b8c,300,2037,0.147275405
29b068997bf16617,438,300,1.46
29b0ddb2c525f7de,454,300,1.513333333
29b0e0d341d10411,300,301,0.996677741
29b1a660a3ac7f01,300,415,0.722891566
29b28da396cb724a,405,300,1.35
29b2a3ebb70bcd5e,419,300,1.396666667
29b333218cf929a8,300,400,0.75
29b33668bc99e934,300,1653,0.181488203
29b3e8616be1a0b,300,315,0.952380952
29b417c180edeff5,390,300,1.3
29b493c6f74093b3,438,300,1.46
29b49cddc4a88211,327,300,1.09
29b5220fa439f09c,400,300,1.333333333
29b5e304143d9078,386,300,1.286666667
29b60336201337c5,300,597,0.502512563
29b60b5eea606cb0,300,306,0.980392157
29b89b01a881dc7b,300,300,1
29b8e20e25e53d25,532,300,1.773333333
29b92a784ca7235,1066,300,3.553333333
29b936ce12adf8a0,300,378,0.793650794
29ba56e8fb9c05b9,300,424,0.70754717
29bbceb1c5d39249,435,300,1.45
29be3601ef41e3fc,300,399,0.751879699
29be652d851673b7,377,300,1.256666667
29bf3641c85dc522,300,324,0.925925926
29c0238ab5754ea5,300,437,0.686498856
29c07429f904bf35,346,300,1.153333333
29c157fca20b11e2,374,300,1.246666667
29c1c46eac59ec1b,433,300,1.443333333
29c2330ab3ff4808,300,377,0.795755968
29c26a03a08e673,300,399,0.751879699
29c383e8c0356856,421,300,1.403333333
29c47cbb2d3d5945,300,398,0.753768844
29c50c3aa62179fc,300,388,0.773195876
29c54b924b30613b,449,300,1.496666667
29c62420521c6ff6,300,400,0.75
29c6700095f996c1,300,476,0.630252101
29c70cf34b104f2b,300,635,0.472440945
29c747554d1a701a,450,300,1.5
29c7551f357c955d,300,500,0.6
29c80a2c8620d38f,300,330,0.909090909
29c8a9524f3aa292,300,490,0.612244898
29c94e14a52c688f,300,530,0.566037736
29c9a579e5c14f70,300,300,1
29c9e7f84671462c,300,454,0.660792952
29cc58bef8298d86,308,300,1.026666667
29cc84fbbb1ff493,358,300,1.193333333
29cc9b9352d9ed18,300,542,0.553505535
29ccde62d10c6861,503,300,1.676666667
29cd6c922b45858e,670,300,2.233333333
29cd7a39676cc27f,300,374,0.802139037
29cd80501ecf1369,438,300,1.46
29cf5b9073b14486,439,300,1.463333333
29cf7c54faa6b49b,300,401,0.748129676
29d08eb295f7fc8,488,300,1.626666667
29d2149104dade1e,300,357,0.840336134
29d347ff279d75a8,559,300,1.863333333
29d36c31c6ddd499,400,300,1.333333333
29d56df36e9a691c,400,300,1.333333333
29d5f43a96acd663,300,375,0.8
29d61eb4679a961,300,312,0.961538462
29d6398320f10fa6,399,300,1.33
29d6ba869bafee6d,300,304,0.986842105
29d6f29fa3b554a3,300,440,0.681818182
29d7356d66d5f037,300,523,0.573613767
29d81f02601ab750,419,300,1.396666667
29d929cdae32035d,300,375,0.8
29d96fa1d7395eed,350,300,1.166666667
29da0605c8acffa2,300,314,0.955414013
29dada71500d8569,390,300,1.3
29db55314b524e89,306,300,1.02
29db623c10cdf6ea,370,300,1.233333333
29dbc098ab8bfd38,300,422,0.710900474
29dcaed87b55bbc5,300,533,0.562851782
29dcc94c94d83d52,672,300,2.24
29dccd1270513d7b,300,300,1
29dcec158550de28,300,300,1
29dd3c430869b08f,300,449,0.668151448
29de73d4bd1359e1,300,375,0.8
29df30a9734035a8,300,496,0.60483871
29df69d6906d1d65,399,300,1.33
29df71b82bf6cc1c,364,300,1.213333333
29dfe14b99df6715,300,621,0.483091787
29e13b6be892a25b,300,505,0.594059406
29e3306a973c277b,300,643,0.466562986
29e3920eccf1922,300,401,0.748129676
29e40b8606fc5203,324,300,1.08
29e420867918bb92,433,300,1.443333333
29e4a2c1178525eb,362,300,1.206666667
29e4e25ba7a68a8c,300,533,0.562851782
29e528156b0c89a5,599,300,1.996666667
29e919f7d9edc1b7,489,300,1.63
29e9371794e4131d,300,308,0.974025974
29e9737e57f64025,305,300,1.016666667
29e9e6da3881990e,300,372,0.806451613
29ea82cfebeeafe0,400,300,1.333333333
29eb628f53bbf799,300,330,0.909090909
29ebde076dd7e42a,300,415,0.722891566
29ec1a0f3732ff5a,300,361,0.831024931
29edd1317f29f819,400,300,1.333333333
29ee328389f6f37c,300,400,0.75
29eeaccbda7e5f82,300,530,0.566037736
29eed7034ef91041,300,471,0.636942675
29f00be706b917de,300,440,0.681818182
29f4355db2aebcca,300,372,0.806451613
29f4c422bd19ebf1,300,381,0.787401575
29f5302b1fd915ab,300,449,0.668151448
29f58f1080b235e9,300,384,0.78125
29f5b677a8126347,300,437,0.686498856
29f67fd4f2c1aeb0,374,300,1.246666667
29f78de3bc90a08e,464,300,1.546666667
29f7e443c30284fa,467,300,1.556666667
29f977629ff64974,953,300,3.176666667
29f9b6483bb8a03e,300,399,0.751879699
29fa239a43e8c3e5,300,419,0.715990453
29fa661fff58cf19,300,414,0.724637681
29fb69a70af26a33,300,374,0.802139037
29fba646d3ed3d45,300,384,0.78125
29fc017ef6ed60e9,300,356,0.842696629
29fc6c637aed5351,300,452,0.663716814
29fc73bc75c694db,300,497,0.60362173
29fce8398edfeb5b,300,300,1
29fd6b5b088f4716,300,371,0.808625337
29fd86bf4d0c54f5,300,325,0.923076923
29ff21ff08637a72,483,300,1.61
29ff28af5d445b45,300,392,0.765306122
29ff3cffbd0f1eb9,361,300,1.203333333
29ffe87874a21f29,300,418,0.717703349
2a004c98563f6c0e,354,300,1.18
2a0052696c5bb6eb,468,300,1.56
2a0260df486d7863,300,347,0.864553314
2a027964074bee9f,487,300,1.623333333
2a02b24abf042f5a,300,344,0.872093023
2a031bbe428899bd,300,300,1
2a042a7e01c7d675,300,390,0.769230769
2a04693108972a9e,353,300,1.176666667
2a0502f16e396f43,369,300,1.23
2a05c7ba0d5354fd,300,543,0.552486188
2a05f7bab4cb7fc6,300,399,0.751879699
2a06209b1ebe5ac8,300,436,0.688073394
2a06268c28ee009d,593,300,1.976666667
2a08b86950fcb950,300,389,0.771208226
2a0ad6d477bad002,300,471,0.636942675
2a0b2795e8a13f2a,300,408,0.735294118
2a0b9ee5786d9286,399,300,1.33
2a0babca19095bd5,300,488,0.614754098
2a0c60c40aa80d76,300,316,0.949367089
2a0ca54406d337,399,300,1.33
2a0cdf717e127acc,300,449,0.668151448
2a0cf1f8d82d6622,327,300,1.09
2a0da665a2569c25,300,369,0.81300813
2a0f6938c7a8fae0,300,441,0.680272109
2a0fa29c1be0e89b,300,384,0.78125
2a100c0505d3e0f8,300,397,0.755667506
2a1018ef2a7b24b2,375,300,1.25
2a109802d7311349,300,307,0.977198697
2a10cc0f7fca7529,300,400,0.75
2a10e3c76507b30,300,543,0.552486188
2a11a77ad6ba948f,300,375,0.8
2a1250f52fcbed4d,300,390,0.769230769
2a125679e4dd604f,300,349,0.859598854
2a12c97b5bc40105,336,300,1.12
2a1375e221b9636a,428,300,1.426666667
2a1465b16902e036,626,300,2.086666667
2a14f1a61658d198,400,300,1.333333333
2a153eed98d47076,303,300,1.01
2a15b2e1309f955c,300,332,0.903614458
2a15ebbd18b0fe10,300,301,0.996677741
2a1636d45d33f867,300,398,0.753768844
2a17f5454da1204e,399,300,1.33
2a185200c885e9,447,300,1.49
2a186a6dc0f4a595,436,300,1.453333333
2a18b4022c3ffca0,300,378,0.793650794
2a1900fda3ceb4a9,300,425,0.705882353
2a19387f63c1c714,300,352,0.852272727
2a193cd00bb8f9db,300,415,0.722891566
2a1aad2a977cb5fd,300,431,0.696055684
2a1aed853135261e,477,300,1.59
2a1b355d385aa4a4,300,375,0.8
2a1b56daeddf6e8c,300,1185,0.253164557
2a1bb90b96447b0a,300,374,0.802139037
2a1c67b769b6fa0d,300,336,0.892857143
2a1d61beb6064b38,300,350,0.857142857
2a1f7a636f55dc04,406,300,1.353333333
2a1fff1140ec460f,300,366,0.819672131
2a2010a91c216d06,300,516,0.581395349
2a20e7e0541fb311,300,343,0.874635569
2a21258fc409b337,362,300,1.206666667
2a214c9fdb17d34,325,300,1.083333333
2a221d38539dd179,387,300,1.29
2a2275a7d53f8f9c,300,300,1
2a22b81ce495b4c7,300,311,0.964630225
2a2310432d3cec0e,374,300,1.246666667
2a238ab9d1aa79d9,300,416,0.721153846
2a24a91186696591,300,385,0.779220779
2a258a67318be440,390,300,1.3
2a25b8d37f7e4f24,300,400,0.75
2a260ab568e77555,318,300,1.06
2a279645675ed30f,910,300,3.033333333
2a28d4ef64db55b,314,300,1.046666667
2a2aee3e242de663,300,619,0.484652666
2a2ba0932d64792c,300,400,0.75
2a2bf4185dfc6bce,306,300,1.02
2a2c55e8f3915683,300,449,0.668151448
2a2c58bb3b3296e2,300,443,0.677200903
2a2d5912efebc940,995,300,3.316666667
2a2db666009ac01d,300,536,0.559701493
2a2f3ae19367932c,377,300,1.256666667
2a2fa07baa777858,300,621,0.483091787
2a2ffd87eae409f9,442,300,1.473333333
2a3029dffac2e0b6,394,300,1.313333333
2a309a476868eda7,420,300,1.4
2a3194c4bf0a8254,300,1168,0.256849315
2a329f95a9395c07,400,300,1.333333333
2a33ad63897c8990,300,402,0.746268657
2a33db831bbfb358,370,300,1.233333333
2a341a4b52cd601,300,394,0.76142132
2a34747eaec414d2,300,524,0.572519084
2a35152cfec4ee2d,479,300,1.596666667
2a3523c0d8f328a2,300,383,0.783289817
2a3557bb1878e5a5,398,300,1.326666667
2a3628760a2da8d4,300,400,0.75
2a37251623c8d6ca,420,300,1.4
2a374fd6429481bf,300,388,0.773195876
2a37f1c8c64859c4,300,454,0.660792952
2a38225fb847692c,466,300,1.553333333
2a3832acbd700254,300,540,0.555555556
2a3991199e389d71,341,300,1.136666667
